transaction_id,date,user_id,merchant_name,merchant_category,amount,is_fraud
TXN_10401,2023-08-05,USR_455,Shell,,18.19,0
TXN_10402,2023-07-08,USR_253,Target,,33.29,0
TXN_10403,2023-12-13,USR_173,Amazon,,34.71,0
TXN_10404,2023-04-20,USR_421,Amazon,E-commerce,21.11,0
TXN_10405,2023-02-14,USR_151,McDonalds,,61.73,0
TXN_10406,2023-06-11,USR_171,Shell,Gas Station,11.39,0
TXN_10407,2023-12-20,USR_113,Uber,Transport,28.72,0
TXN_10408,2023-06-01,USR_430,Netflix,,37.35,0
TXN_10409,2023-05-04,USR_355,McDonalds,Food & Beverage,55.39,0
TXN_10410,2023-06-12,USR_167,Walmart,Retail,67.47,0
TXN_10411,2023-02-07,USR_108,Amazon,E-commerce,-10.75,0
TXN_10412,2023-07-23,USR_359,Walmart,Retail,7.14,0
TXN_10413,2023-02-12,USR_427,Starbucks,Food & Beverage,118.83,0
TXN_10414,2023-04-15,USR_179,Uber,Transport,46.17,0
TXN_10415,2023-08-12,USR_473,Target,Retail,15.67,0
TXN_10416,2023-11-10,USR_411,Starbucks,,156.2,0
TXN_10417,2023-12-29,USR_170,Amazon,E-commerce,37.18,0
TXN_10418,2023-03-06,USR_483,Uber,Transport,107.69,0
TXN_10419,2023-08-08,USR_239,Walmart,Retail,35.43,0
TXN_10420,2023-09-19,USR_284,Target,,260.02,0
TXN_10421,2023-02-22,USR_393,Amazon,E-commerce,191.59,0
TXN_10422,2023-01-07,USR_225,Walmart,,25.82,0
TXN_10423,2023-01-19,USR_383,Amazon,E-commerce,87.49,0
TXN_10424,2023-08-02,USR_468,Netflix,Entertainment,63.14,0
TXN_10425,2023-01-27,,Target,Retail,130.14,0
TXN_10426,2023-08-27,USR_244,Starbucks,Food & Beverage,12.62,0
TXN_10427,2023-10-16,USR_255,McDonalds,Food & Beverage,171.10840515319913,1
TXN_10428,2023-04-11,USR_475,McDonalds,Food & Beverage,95.43,0
TXN_10429,2023-01-13,USR_219,Walmart,Retail,5.7,0
TXN_10430,2023-01-01,USR_488,Walmart,Retail,10.14,0
TXN_10431,2023-05-02,USR_314,Target,Retail,4.31,0
TXN_10432,2023-04-29,USR_366,Uber,Transport,25.29,0
TXN_10433,2023-09-16,USR_168,Target,Retail,67.87,0
TXN_10434,2023-03-08,USR_221,Walmart,Retail,148.76,0
TXN_10435,2023-06-17,USR_262,Starbucks,Food & Beverage,35.66,0
TXN_10436,2023-10-27,USR_155,Amazon,E-commerce,168.78,0
TXN_10437,2023-07-03,USR_494,Starbucks,Food & Beverage,8.33,0
TXN_10438,2023-12-18,,Target,Retail,6.03,0
TXN_10439,2023-12-31,,Shell,Gas Station,31.33,0
TXN_10440,2023-03-31,USR_115,Uber,Transport,48.62,0
TXN_10441,2023-02-22,USR_171,Netflix,,32.05,0
TXN_10442,2023-07-25,USR_290,Netflix,Entertainment,4.19,0
TXN_10443,2023-02-08,USR_111,Uber,Transport,30.29,0
TXN_10444,2023-06-19,USR_162,Amazon,,8.98,0
TXN_10445,2023-07-22,USR_354,Starbucks,,64.69,0
TXN_10446,2023-05-21,USR_243,Netflix,Entertainment,47.78,0
TXN_10447,2023-09-13,USR_310,Netflix,Entertainment,12.94,0
TXN_10448,2023-04-13,USR_429,Starbucks,Food & Beverage,19.81,0
TXN_10449,2024-01-01,USR_283,Walmart,Retail,11.48,0
TXN_10450,2023-04-03,USR_113,Shell,Gas Station,31.1,0
TXN_10451,2023-08-30,USR_371,Uber,Transport,86.07,0
TXN_10452,2023-12-03,USR_223,Amazon,E-commerce,12.36,0
TXN_10453,2023-04-23,USR_394,Walmart,Retail,54.82,0
TXN_10454,2023-10-31,USR_262,Amazon,E-commerce,19.49,0
TXN_10455,2023-06-30,USR_390,Walmart,Retail,14.99,0
TXN_10456,2023-03-31,USR_351,McDonalds,,29.75,0
TXN_10457,2023-01-01,USR_269,Walmart,Retail,11.76,0
TXN_10458,2023-06-15,USR_130,Amazon,,19.04,0
TXN_10459,2023-07-06,USR_137,Target,Retail,10.0,0
TXN_10460,2023-06-15,USR_169,Target,Retail,236.21,0
TXN_10461,2023-03-31,USR_462,McDonalds,Food & Beverage,34.3,0
TXN_10462,2023-10-29,USR_189,Shell,Gas Station,16.45,0
TXN_10463,2023-12-26,USR_393,Amazon,E-commerce,41.02,0
TXN_10464,2023-06-12,USR_413,Walmart,Retail,29.6,0
TXN_10465,2023-02-09,USR_221,Amazon,E-commerce,26.55,0
TXN_10466,2023-12-10,,Target,Retail,61.2,0
TXN_10467,2023-02-04,,Netflix,Entertainment,70.63,0
TXN_10468,2023-08-03,USR_185,Starbucks,Food & Beverage,19.48,0
TXN_10469,2023-09-03,USR_395,Starbucks,Food & Beverage,18.62,0
TXN_10470,2023-01-18,USR_250,Target,,25.15,0
TXN_10471,2023-07-12,USR_182,Shell,Gas Station,3.31,0
TXN_10472,2023-11-11,USR_347,Target,Retail,7.28,0
TXN_10473,2023-02-21,USR_269,Starbucks,Food & Beverage,129.91,0
TXN_10474,2023-06-02,USR_221,Uber,,171.57,0
TXN_10475,2023-07-04,USR_101,McDonalds,Food & Beverage,25.82,0
TXN_10476,2023-01-14,USR_205,McDonalds,Food & Beverage,58.94,0
TXN_10477,2023-07-23,USR_341,Target,Retail,45.21,0
TXN_10478,2023-07-15,USR_289,Starbucks,Food & Beverage,-719.73,0
TXN_10479,2023-05-18,USR_388,Uber,,101.45,0
TXN_10480,2023-10-05,USR_311,Target,Retail,29.14,0
TXN_10481,2023-08-03,USR_374,Starbucks,Food & Beverage,12.74,0
TXN_10482,2023-02-10,USR_302,Netflix,Entertainment,6.64,0
TXN_10483,2023-08-18,USR_188,Amazon,E-commerce,40.59,0
TXN_10484,2023-08-05,USR_140,Netflix,Entertainment,15.54,0
TXN_10485,2023-05-13,USR_263,Amazon,E-commerce,7.99,0
TXN_10486,2023-10-10,USR_266,Starbucks,Food & Beverage,17.35,0
TXN_10487,2023-11-16,USR_400,Walmart,Retail,11.23,0
TXN_10488,2023-10-26,USR_488,Amazon,E-commerce,178.96,0
TXN_10489,2023-10-02,USR_276,Target,Retail,79.97,0
TXN_10490,2023-05-22,USR_306,McDonalds,,32.85,0
TXN_10491,2023-06-19,USR_453,Walmart,Retail,145.47,0
TXN_10492,2023-06-05,USR_259,Shell,Gas Station,159.2982052222685,1
TXN_10493,2023-04-27,USR_168,Target,Retail,14.0,0
TXN_10494,2023-08-02,USR_409,Shell,Gas Station,151.89,0
TXN_10495,2023-09-22,USR_291,Starbucks,Food & Beverage,56.76,0
TXN_10496,2023-07-26,USR_169,Uber,Transport,11.74,0
TXN_10497,2023-04-13,USR_129,Amazon,E-commerce,27.38,0
TXN_10498,2023-08-26,USR_358,Netflix,Entertainment,13.8,0
TXN_10499,2023-11-01,USR_328,Netflix,Entertainment,8.31,0
TXN_10500,2023-05-13,,Shell,Gas Station,83.61,0
TXN_10501,2023-10-20,USR_499,Walmart,Retail,223.5,0
TXN_10502,2023-07-29,USR_362,Netflix,,8.18,0
TXN_10503,2023-03-09,USR_431,Walmart,Retail,58.15,0
TXN_10504,2023-12-30,USR_429,Uber,Transport,17.28,0
TXN_10505,2023-08-27,USR_254,McDonalds,Food & Beverage,20.35,0
TXN_10506,2023-07-11,USR_387,Target,Retail,91.51865583615886,1
TXN_10507,2023-06-22,USR_241,Target,Retail,13.96,0
TXN_10508,2023-09-22,USR_491,Uber,Transport,34.76,0
TXN_10509,2023-12-15,USR_171,Starbucks,Food & Beverage,14.43,0
TXN_10510,2023-07-27,USR_298,Uber,Transport,43.4,0
TXN_10511,2024-01-01,USR_213,Netflix,Entertainment,31.49,0
TXN_10512,2023-03-29,USR_436,Shell,Gas Station,26.08,0
TXN_10513,2023-10-14,USR_490,Amazon,E-commerce,13.36,0
TXN_10514,2023-04-25,USR_481,Target,Retail,18.6,0
TXN_10515,2023-05-31,USR_337,Shell,Gas Station,70.48,0
TXN_10516,2023-04-10,USR_356,Target,,54.65,0
TXN_10517,2023-03-19,USR_170,Starbucks,Food & Beverage,12.46,0
TXN_10518,2023-04-03,USR_498,McDonalds,,36.57,0
TXN_10519,2023-01-03,USR_331,Shell,Gas Station,70.2,0
TXN_10520,2023-02-15,USR_166,Amazon,E-commerce,6.24,0
TXN_10521,2023-01-20,,McDonalds,Food & Beverage,57.02,0
TXN_10522,2023-09-29,USR_197,Shell,,-17.07,0
TXN_10523,2023-06-26,USR_259,Netflix,,58.59,0
TXN_10524,2023-01-24,USR_252,Amazon,E-commerce,15.44,0
TXN_10525,2023-12-18,USR_168,Shell,Gas Station,5.45,0
TXN_10526,2023-07-26,USR_109,Netflix,Entertainment,6.5,0
TXN_10527,2023-03-28,,Walmart,Retail,34.75,0
TXN_10528,2023-11-16,USR_124,Uber,Transport,-42.94,0
TXN_10529,2023-03-01,USR_313,Walmart,Retail,13.41,0
TXN_10530,2023-12-18,USR_422,Amazon,,62.71,0
TXN_10531,2023-12-25,USR_170,Uber,Transport,6.29,0
TXN_10532,2023-02-24,USR_354,Target,Retail,31.0,0
TXN_10533,2023-07-29,USR_251,Netflix,Entertainment,9.86,0
TXN_10534,2023-01-02,USR_106,McDonalds,Food & Beverage,17.26,0
TXN_10535,2023-02-16,USR_499,McDonalds,Food & Beverage,34.72,0
TXN_10536,2023-08-22,USR_251,Uber,Transport,14.01,0
TXN_10537,2023-07-04,USR_446,Walmart,Retail,22.54,0
TXN_10538,2023-11-28,USR_187,Walmart,Retail,218.79145768515764,1
TXN_10539,2023-02-17,USR_290,Uber,Transport,18.6,0
TXN_10540,2023-07-17,USR_453,McDonalds,Food & Beverage,76.38,0
TXN_10541,2023-12-23,USR_471,Amazon,,10.7,0
TXN_10542,2023-09-05,USR_391,Starbucks,Food & Beverage,56.25,0
TXN_10543,2023-12-17,USR_472,Shell,Gas Station,139.99,0
TXN_10544,2023-08-14,,Target,,2.8,0
TXN_10545,2023-12-09,USR_273,Netflix,Entertainment,14.93,0
TXN_10546,2023-05-08,USR_346,Starbucks,Food & Beverage,58.97,0
TXN_10547,2023-09-16,USR_340,Walmart,Retail,129.8281784818712,1
TXN_10548,2023-06-19,USR_242,McDonalds,,48.0,0
TXN_10549,2023-02-10,USR_335,Starbucks,Food & Beverage,18.1,0
TXN_10550,2023-03-02,USR_354,McDonalds,Food & Beverage,-36.11,0
TXN_10551,2023-01-01,USR_146,Walmart,Retail,28.34,0
TXN_10552,2023-08-22,USR_274,Netflix,Entertainment,106.46,0
TXN_10553,2023-11-14,USR_407,McDonalds,Food & Beverage,42.71,0
TXN_10554,2023-12-04,USR_213,Target,,46.41,0
TXN_10555,2023-07-11,USR_459,Uber,,21.94,0
TXN_10556,2023-11-09,USR_200,Starbucks,Food & Beverage,20.34,0
TXN_10557,2023-04-08,,McDonalds,Food & Beverage,21.49,0
TXN_10558,2023-08-19,USR_334,Target,Retail,49.13,0
TXN_10559,2023-10-11,USR_321,McDonalds,Food & Beverage,91.4958725350189,1
TXN_10560,2023-03-30,USR_474,Amazon,E-commerce,44.25,0
TXN_10561,2023-07-16,USR_314,Shell,Gas Station,263.86,0
TXN_10562,2023-06-25,USR_250,Uber,Transport,79.13,0
TXN_10563,2023-10-08,USR_260,Uber,Transport,23.9,0
TXN_10564,2024-01-01,USR_248,Netflix,Entertainment,110.08,0
TXN_10565,2023-12-22,USR_426,Amazon,E-commerce,22.02,0
TXN_10566,2023-12-08,USR_463,McDonalds,Food & Beverage,4.31,0
TXN_10567,2023-08-05,USR_106,Uber,Transport,-12.08,0
TXN_10568,2023-03-24,USR_246,Walmart,Retail,5.1,0
TXN_10569,2023-10-05,USR_116,Uber,Transport,23.3,0
TXN_10570,2023-10-15,USR_299,Netflix,Entertainment,33.73,0
TXN_10571,2023-01-25,USR_295,Uber,Transport,177.05,0
TXN_10572,2023-01-28,USR_106,Shell,Gas Station,45.92,0
TXN_10573,2023-11-21,USR_460,McDonalds,Food & Beverage,26.6,0
TXN_10574,2023-04-10,USR_250,Netflix,Entertainment,75.9,0
TXN_10575,2023-03-03,USR_293,Amazon,,3.63,0
TXN_10576,2023-05-11,USR_102,Amazon,E-commerce,41.91,0
TXN_10577,2023-11-02,USR_126,Amazon,E-commerce,71.58,0
TXN_10578,2023-10-21,USR_381,Uber,Transport,7.55,0
TXN_10579,2023-09-24,USR_134,Netflix,Entertainment,103.93,0
TXN_10580,2023-04-24,USR_209,Starbucks,Food & Beverage,46.46,0
TXN_10581,2023-11-29,USR_104,McDonalds,,21.86,0
TXN_10582,2023-12-16,USR_264,Netflix,Entertainment,62.35,0
TXN_10583,2023-05-25,USR_112,Uber,Transport,320.76,0
TXN_10584,2023-06-01,USR_433,McDonalds,Food & Beverage,39.72,0
TXN_10585,2023-10-03,USR_373,Amazon,,42.45,0
TXN_10586,2023-08-06,USR_153,Netflix,Entertainment,20.92,0
TXN_10587,2023-02-06,USR_482,Starbucks,Food & Beverage,-14.16,0
TXN_10588,2023-01-28,USR_191,Walmart,Retail,75.97,0
TXN_10589,2023-07-28,USR_298,Netflix,Entertainment,14.07,0
TXN_10590,2023-10-01,USR_103,Starbucks,Food & Beverage,35.57,0
TXN_10591,2023-02-07,USR_283,Walmart,Retail,20.54,0
TXN_10592,2023-05-25,USR_491,Uber,Transport,53.46,0
TXN_10593,2023-10-01,USR_212,Walmart,,46.23,0
TXN_10594,2023-03-15,USR_252,Uber,Transport,93.46,0
TXN_10595,2023-01-06,,Shell,Gas Station,19.89,0
TXN_10596,2023-02-13,USR_256,Starbucks,Food & Beverage,25.28,0
TXN_10597,2023-11-27,USR_362,Netflix,,12.44,0
TXN_10598,2023-04-03,USR_443,Uber,Transport,21.24,0
TXN_10599,2023-02-07,USR_248,McDonalds,Food & Beverage,48.29,0
TXN_10600,2023-07-02,USR_165,McDonalds,Food & Beverage,70.6,0
TXN_10601,2023-06-12,USR_348,Target,Retail,13.17,0
TXN_10602,2023-07-06,USR_261,Amazon,E-commerce,79.01,0
TXN_10603,2023-11-25,USR_323,Netflix,Entertainment,128.46,0
TXN_10604,2023-08-25,USR_328,Shell,Gas Station,50.07,0
TXN_10605,2023-02-11,USR_243,Amazon,E-commerce,216.33,0
TXN_10606,2023-11-17,USR_139,Uber,Transport,15.27,0
TXN_10607,2023-10-24,,Walmart,Retail,9.54,0
TXN_10608,2023-10-04,USR_341,Uber,Transport,5.59,0
TXN_10609,2023-09-14,,Uber,,147.83,0
TXN_10610,2023-11-11,USR_450,Netflix,Entertainment,63.71,0
TXN_10611,2023-10-17,USR_437,Amazon,E-commerce,31.32,0
TXN_10612,2023-09-07,,Shell,,43.81,0
TXN_10613,2023-07-04,,Netflix,Entertainment,10.75,0
TXN_10614,2023-09-24,USR_424,Shell,Gas Station,382.13,0
TXN_10615,2023-07-13,USR_287,Amazon,E-commerce,37.68,0
TXN_10616,2023-04-25,USR_364,Uber,Transport,36.94,0
TXN_10617,2023-01-04,USR_356,McDonalds,Food & Beverage,68.43,0
TXN_10618,2023-04-06,USR_180,Uber,Transport,53.57,0
TXN_10619,2023-06-19,USR_468,Netflix,,41.42,0
TXN_10620,2023-07-30,USR_111,Amazon,E-commerce,15.02,0
TXN_10621,2023-01-21,USR_393,Amazon,,53.06,0
TXN_10622,2023-10-16,USR_426,Starbucks,,217.46,0
TXN_10623,2023-04-21,USR_329,Uber,Transport,127.16,0
TXN_10624,2023-11-04,USR_173,Netflix,Entertainment,162.91,0
TXN_10625,2023-12-18,USR_275,Uber,Transport,19.86,0
TXN_10626,2023-02-25,USR_108,Starbucks,Food & Beverage,12.31,0
TXN_10627,2023-11-07,USR_149,Starbucks,Food & Beverage,29.2,0
TXN_10628,2023-12-04,,Target,Retail,35.01,0
TXN_10629,2023-07-09,USR_122,Starbucks,Food & Beverage,98.91,0
TXN_10630,2023-07-15,USR_279,McDonalds,Food & Beverage,6.1,0
TXN_10631,2023-05-11,USR_344,Target,Retail,152.86,0
TXN_10632,2023-01-03,USR_463,Starbucks,Food & Beverage,-28.28,0
TXN_10633,2023-04-16,USR_452,Walmart,Retail,21.61,0
TXN_10634,2023-05-10,USR_233,Starbucks,Food & Beverage,12.04,0
TXN_10635,2023-07-23,USR_486,Uber,Transport,6.33,0
TXN_10636,2023-10-12,USR_347,Amazon,E-commerce,75.43,0
TXN_10637,2023-12-04,USR_160,Starbucks,Food & Beverage,35.63,0
TXN_10638,2023-09-18,USR_305,Amazon,E-commerce,9.12,0
TXN_10639,2023-11-22,USR_102,Walmart,Retail,9.07,0
TXN_10640,2023-05-15,USR_213,Starbucks,Food & Beverage,23.67,0
TXN_10641,2023-09-24,USR_246,Starbucks,Food & Beverage,175.74,0
TXN_10642,2023-08-13,USR_105,Amazon,E-commerce,25.54,0
TXN_10643,2023-11-03,USR_361,Uber,Transport,7.37,0
TXN_10644,2023-12-02,USR_100,Walmart,Retail,25.9,0
TXN_10645,2023-07-22,USR_307,Starbucks,Food & Beverage,25.21,0
TXN_10646,2023-10-09,USR_245,Target,Retail,2.23,0
TXN_10647,2023-05-22,USR_215,Shell,Gas Station,31.37,0
TXN_10648,2023-07-28,USR_359,Walmart,,26.29,0
TXN_10649,2023-05-12,USR_375,Target,Retail,66.43,0
TXN_10650,2023-05-05,USR_487,Starbucks,Food & Beverage,210.39,0
TXN_10651,2023-05-13,USR_134,Walmart,Retail,102.16,0
TXN_10652,2023-07-31,USR_280,Netflix,Entertainment,-25.31,0
TXN_10653,2023-07-24,USR_444,Netflix,Entertainment,10.95,0
TXN_10654,2023-07-01,USR_211,Amazon,E-commerce,434.14,0
TXN_10655,2023-04-13,USR_220,Netflix,Entertainment,35.14,0
TXN_10656,2023-11-13,USR_282,Netflix,Entertainment,33.58,0
TXN_10657,2023-10-05,USR_121,McDonalds,Food & Beverage,32.33,0
TXN_10658,2023-09-19,USR_243,Uber,Transport,40.37,0
TXN_10659,2023-10-04,USR_116,Starbucks,Food & Beverage,28.66,0
TXN_10660,2023-03-03,,Amazon,E-commerce,18.66,0
TXN_10661,2023-02-21,USR_266,Netflix,Entertainment,19.17,0
TXN_10662,2023-08-30,USR_413,Uber,Transport,32.05,0
TXN_10663,2023-07-10,USR_286,Starbucks,Food & Beverage,19.23,0
TXN_10664,2023-12-18,USR_217,Amazon,E-commerce,16.23,0
TXN_10665,2023-04-11,USR_174,Starbucks,Food & Beverage,36.83,0
TXN_10666,2023-09-13,USR_168,Walmart,Retail,25.66,0
TXN_10667,2023-06-03,USR_228,Shell,Gas Station,149.01,0
TXN_10668,2023-05-11,USR_343,Amazon,E-commerce,2.34,0
TXN_10669,2023-10-14,,Uber,Transport,98.64,0
TXN_10670,2023-12-14,USR_410,Target,Retail,115.13,0
TXN_10671,2023-05-26,USR_281,Amazon,E-commerce,4.16,0
TXN_10672,2023-07-15,USR_414,McDonalds,Food & Beverage,23.51,0
TXN_10673,2023-06-22,USR_315,Amazon,E-commerce,22.84,0
TXN_10674,2023-06-25,USR_216,Target,Retail,8.11,0
TXN_10675,2023-08-16,USR_499,Starbucks,Food & Beverage,15.21,0
TXN_10676,2023-04-05,USR_111,McDonalds,,10.91,0
TXN_10677,2023-07-23,USR_152,Target,,191.0,0
TXN_10678,2023-02-12,USR_153,Walmart,Retail,269.35548063209774,1
TXN_10679,2023-05-07,USR_477,Starbucks,Food & Beverage,118.1,0
TXN_10680,2023-06-16,USR_343,Amazon,E-commerce,271.9626207128629,1
TXN_10681,2023-12-24,USR_376,McDonalds,Food & Beverage,10.71,0
TXN_10682,2023-11-24,USR_373,Starbucks,Food & Beverage,19.6,0
TXN_10683,2023-07-07,,Target,Retail,54.02,0
TXN_10684,2023-08-29,USR_373,Amazon,,9.76,0
TXN_10685,2023-08-09,USR_249,McDonalds,Food & Beverage,67.56,0
TXN_10686,2023-10-15,USR_323,Netflix,Entertainment,26.04,0
TXN_10687,2023-04-23,USR_234,Starbucks,,22.76,0
TXN_10688,2023-09-30,USR_237,Uber,Transport,67.42,0
TXN_10689,2023-08-22,USR_416,Uber,Transport,51.64,0
TXN_10690,2023-10-01,USR_111,Shell,Gas Station,49.59652468072735,1
TXN_10691,2023-04-30,USR_146,McDonalds,Food & Beverage,105.57,0
TXN_10692,2023-09-13,USR_290,Uber,Transport,11.23,0
TXN_10693,2023-07-20,USR_136,Amazon,E-commerce,61.31,0
TXN_10694,2023-01-07,USR_162,Uber,Transport,59.93,0
TXN_10695,2023-01-18,USR_201,McDonalds,Food & Beverage,24.3,0
TXN_10696,2023-12-15,USR_259,Netflix,Entertainment,45.88,0
TXN_10697,2023-11-23,USR_252,Target,Retail,9.48,0
TXN_10698,2023-05-01,USR_424,Netflix,Entertainment,-83.43,0
TXN_10699,2023-05-05,USR_104,Target,Retail,27.53,0
TXN_10700,2023-02-15,USR_227,Amazon,E-commerce,19.63,0
TXN_10701,2023-11-27,USR_178,Walmart,Retail,94.54,0
TXN_10702,2023-10-13,USR_430,Netflix,Entertainment,16.37,0
TXN_10703,2023-03-10,USR_228,Netflix,Entertainment,25.379785155530794,1
TXN_10704,2023-09-08,USR_197,Uber,Transport,6.98,0
TXN_10705,2023-11-03,USR_383,McDonalds,Food & Beverage,60.7,0
TXN_10706,2023-08-21,USR_100,Uber,Transport,9.2,0
TXN_10707,2023-07-06,USR_497,Walmart,Retail,191.48,0
TXN_10708,2023-12-16,USR_354,Starbucks,Food & Beverage,4.13,0
TXN_10709,2023-02-26,USR_149,Starbucks,Food & Beverage,180.63,0
TXN_10710,2023-01-17,,Amazon,,40.9,0
TXN_10711,2023-09-27,USR_419,Starbucks,Food & Beverage,30.06,0
TXN_10712,2023-12-02,USR_351,Target,Retail,91.45162805932249,1
TXN_10713,2023-08-01,USR_288,Walmart,Retail,49.36,0
TXN_10714,2023-06-05,USR_139,Walmart,Retail,31.89,0
TXN_10715,2023-04-08,USR_198,Netflix,Entertainment,99.81,0
TXN_10716,2023-10-13,USR_312,Amazon,E-commerce,37.12,0
TXN_10717,2023-08-07,USR_153,McDonalds,Food & Beverage,38.49,0
TXN_10718,2023-10-01,USR_407,Shell,Gas Station,23.02,0
TXN_10719,2023-07-31,USR_491,Shell,Gas Station,31.28,0
TXN_10720,2023-04-20,USR_292,Netflix,Entertainment,45.05,0
TXN_10721,2023-07-23,USR_100,McDonalds,Food & Beverage,5.99,0
TXN_10722,2023-06-04,USR_103,Amazon,E-commerce,8.6,0
TXN_10723,2023-12-20,USR_241,Walmart,Retail,69.63,0
TXN_10724,2023-08-24,USR_282,Amazon,E-commerce,39.29,0
TXN_10725,2023-06-03,USR_147,Netflix,Entertainment,27.55,0
TXN_10726,2023-09-05,USR_188,Target,Retail,33.73,0
TXN_10727,2023-06-03,USR_119,Target,Retail,46.88,0
TXN_10728,2023-06-21,USR_278,Walmart,Retail,19.3,0
TXN_10729,2023-04-27,,Target,Retail,15.21,0
TXN_10730,2023-09-26,USR_121,Starbucks,Food & Beverage,40.28,0
TXN_10731,2023-12-11,USR_474,Netflix,Entertainment,12.45,0
TXN_10732,2023-05-29,USR_301,Target,,49.81,0
TXN_10733,2023-05-15,USR_143,Walmart,Retail,6.03,0
TXN_10734,2023-04-12,USR_349,Amazon,E-commerce,92.68,0
TXN_10735,2023-05-17,USR_497,Netflix,Entertainment,53.12,0
TXN_10736,2023-08-05,USR_287,Target,Retail,42.78,0
TXN_10737,2023-03-28,USR_279,Walmart,Retail,88.47,0
TXN_10738,2023-04-30,USR_202,Amazon,E-commerce,175.12,0
TXN_10739,2023-01-28,USR_224,Target,Retail,91.32,0
TXN_10740,2023-02-26,USR_256,Uber,Transport,-21.42727479463385,1
TXN_10741,2023-09-25,USR_484,Netflix,Entertainment,9.21,0
TXN_10742,2023-12-09,USR_109,Amazon,E-commerce,17.73,0
TXN_10743,2023-05-26,USR_202,Uber,Transport,33.99,0
TXN_10744,2023-12-05,USR_238,Walmart,Retail,55.57,0
TXN_10745,2023-11-29,USR_297,Target,Retail,73.77376819687201,1
TXN_10746,2023-09-06,USR_405,Target,Retail,39.92,0
TXN_10747,2023-12-31,USR_111,McDonalds,,15.56,0
TXN_10748,2023-03-22,USR_109,McDonalds,Food & Beverage,17.97,0
TXN_10749,2023-09-14,USR_241,Netflix,Entertainment,8.11,0
TXN_10750,2023-05-24,USR_215,Walmart,Retail,13.15,0
TXN_10751,2023-09-24,USR_447,Target,Retail,8.57,0
TXN_10752,2023-08-07,USR_259,Netflix,Entertainment,12.48,0
TXN_10753,2023-10-25,USR_377,Netflix,Entertainment,94.98,0
TXN_10754,2023-03-16,USR_435,Amazon,E-commerce,12.81,0
TXN_10755,2023-03-16,USR_472,Target,,460.53,0
TXN_10756,2023-11-23,USR_478,Starbucks,Food & Beverage,54.23,0
TXN_10757,2023-11-12,USR_236,Amazon,E-commerce,197.52141248482496,1
TXN_10758,2023-07-03,USR_140,Netflix,Entertainment,14.04,0
TXN_10759,2023-07-11,USR_194,McDonalds,Food & Beverage,66.71,0
TXN_10760,2023-07-29,USR_491,Netflix,Entertainment,18.62,0
TXN_10761,2023-04-14,USR_487,Netflix,Entertainment,37.41,0
TXN_10762,2023-09-08,USR_452,McDonalds,Food & Beverage,428.41,0
TXN_10763,2023-11-08,USR_476,Starbucks,Food & Beverage,30.08,0
TXN_10764,2023-08-20,USR_333,Walmart,Retail,-104.51,0
TXN_10765,2023-01-21,USR_385,Starbucks,Food & Beverage,16.39,0
TXN_10766,2023-07-23,USR_255,Netflix,Entertainment,31.98,0
TXN_10767,2023-01-28,USR_453,Uber,Transport,194.57,0
TXN_10768,2023-09-14,USR_157,McDonalds,Food & Beverage,17.69,0
TXN_10769,2023-06-15,USR_330,Amazon,,202.85,0
TXN_10770,2023-02-16,USR_228,Netflix,Entertainment,67.21,0
TXN_10771,2023-03-05,USR_146,Amazon,,18.87,0
TXN_10772,2023-09-19,USR_413,Starbucks,Food & Beverage,62.33,0
TXN_10773,2023-10-17,USR_437,Amazon,E-commerce,87.58,0
TXN_10774,2023-06-08,USR_473,Walmart,Retail,61.67,0
TXN_10775,2023-04-14,USR_101,Target,Retail,6.89,0
TXN_10776,2023-01-03,USR_411,McDonalds,Food & Beverage,16.0,0
TXN_10777,2023-08-15,USR_140,McDonalds,Food & Beverage,-25.85,0
TXN_10778,2023-10-13,USR_206,Uber,,30.74,0
TXN_10779,2023-01-17,USR_441,Walmart,Retail,61.6,0
TXN_10780,2023-08-02,USR_191,Target,Retail,39.56,0
TXN_10781,2023-10-24,USR_284,Amazon,E-commerce,8.71,0
TXN_10782,2023-02-04,USR_488,Shell,Gas Station,48.43,0
TXN_10783,2023-05-21,USR_268,Amazon,E-commerce,60.98,0
TXN_10784,2023-11-19,USR_370,Walmart,Retail,57.96,0
TXN_10785,2023-06-12,USR_232,Uber,Transport,97.59,0
TXN_10786,2023-09-12,USR_366,Amazon,E-commerce,76.24,0
TXN_10787,2023-04-10,USR_100,Netflix,,52.41,0
TXN_10788,2023-08-01,USR_311,Netflix,,30.87,0
TXN_10789,2023-05-25,USR_230,Netflix,Entertainment,16.376401311610802,1
TXN_10790,2023-02-28,USR_451,Shell,Gas Station,50.89,0
TXN_10791,2023-04-10,USR_269,Walmart,Retail,40.76,0
TXN_10792,2023-11-27,USR_169,McDonalds,Food & Beverage,43.45,0
TXN_10793,2023-07-31,USR_480,Shell,,9.24,0
TXN_10794,2023-01-10,USR_206,Shell,Gas Station,11.23,0
TXN_10795,2023-03-18,USR_243,Shell,Gas Station,94.93,0
TXN_10796,2023-07-19,USR_195,Amazon,E-commerce,31.83,0
TXN_10797,2023-05-20,USR_311,Shell,,65.46,0
TXN_10798,2023-06-04,USR_189,Uber,,34.07,0
TXN_10799,2023-01-13,USR_347,Target,Retail,34.12,0
TXN_10800,2023-09-26,USR_258,McDonalds,Food & Beverage,84.63,0
